area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,Census Place,0107000,"Birmingham, AL",393.522220000,0.000000000,0.000000000,1.000000000,0.971092077,0.987687366,0.924250535,0.957441113,0.879014989
Total,Census Place,0107120,"Black, AL",10.743915000,0.000000000,0.000000000,1.000000000,0.960784314,0.990196078,0.666666667,0.852941176,0.539215686
Total,Census Place,0107456,"Blountsville, AL",14.641217500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.964028777,0.935251799,0.784172662
Total,Census Place,0107588,"Blue Ridge, AL",20.645170000,0.000000000,0.000000000,1.000000000,0.877551020,0.908163265,0.515306122,0.857142857,0.387755102
Total,Census Place,0107672,"Blue Springs, AL",7.583940000,0.000000000,0.000000000,1.000000000,1.000000000,0.597222222,0.111111111,0.444444444,0.097222222
Total,Census Place,0107912,"Boaz, AL",38.762360000,0.000000000,0.000000000,1.000000000,0.989130435,0.951086957,0.717391304,0.847826087,0.586956522
Total,Census Place,0108104,"Boligee, AL",10.006587500,0.000000000,0.000000000,1.000000000,0.915789474,0.957894737,0.442105263,0.905263158,0.357894737
Total,Census Place,0108248,"Bon Air, AL",3.475972500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.636363636,0.969696970,0.333333333
Total,Census Place,0108272,"Bon Secour, AL",11.797240000,0.000000000,0.000000000,1.000000000,0.982142857,1.000000000,0.937500000,0.991071429,0.830357143
Total,Census Place,0108680,"Boykin, AL",7.162610000,0.000000000,0.000000000,1.000000000,1.000000000,0.985294118,0.470588235,0.794117647,0.235294118
Total,Census Place,0109016,"Brantley, AL",8.531932500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.851851852,1.000000000,0.629629630
Total,Census Place,0109064,"Brantleyville, AL",5.793287500,0.000000000,0.000000000,1.000000000,0.872727273,1.000000000,0.709090909,0.836363636,0.654545455
Total,Census Place,0109136,"Brent, AL",22.751820000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.458333333,0.782407407,0.300925926
Total,Census Place,0109208,"Brewton, AL",29.387767500,0.000000000,0.000000000,1.000000000,0.939068100,0.967741935,0.577060932,0.849462366,0.448028674
Total,Census Place,0109328,"Bridgeport, AL",12.429235000,0.000000000,0.000000000,1.000000000,0.745762712,0.983050847,0.347457627,0.720338983,0.262711864
Total,Census Place,0109400,"Brighton, AL",3.686637500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.971428571
Total,Census Place,0109424,"Brilliant, AL",27.913112500,0.000000000,0.000000000,0.992452830,0.818867925,0.969811321,0.581132075,0.788679245,0.456603774
Total,Census Place,0109457,"Bristow Cove, AL",28.966437500,0.000000000,0.000000000,1.000000000,0.738181818,0.436363636,0.054545455,0.214545455,0.021818182
Total,Census Place,0109500,"Brook Highland, AL",7.162610000,0.000000000,0.000000000,1.000000000,0.985294118,0.985294118,0.882352941,0.970588235,0.779411765
Total,Census Place,0109736,"Brookside, AL",16.326537500,0.000000000,0.000000000,1.000000000,0.774193548,0.890322581,0.651612903,0.793548387,0.529032258
Total,Census Place,0109808,"Brookwood, AL",22.646487500,0.000000000,0.000000000,1.000000000,0.902325581,0.967441860,0.432558140,0.720930233,0.283720930
Total,Census Place,0109880,"Broomtown, AL",12.639900000,0.000000000,0.000000000,1.000000000,0.241666667,0.616666667,0.033333333,0.191666667,0.025000000
Total,Census Place,0110240,"Brundidge, AL",25.911795000,0.000000000,0.000000000,1.000000000,0.987804878,1.000000000,0.792682927,0.922764228,0.707317073
Total,Census Place,0110456,"Bucks, AL",1.053325000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.300000000,0.800000000,0.100000000
Total,Census Place,0111032,"Butler, AL",16.642535000,0.000000000,0.000000000,1.000000000,1.000000000,0.943037975,0.474683544,0.727848101,0.303797468
Total,Census Place,0111416,"Calera, AL",64.884820000,0.000000000,0.000000000,1.000000000,0.870129870,0.980519481,0.818181818,0.887987013,0.751623377
Total,Census Place,0111488,"Calvert, AL",5.898620000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.928571429,1.000000000,0.839285714
Total,Census Place,0111512,"Camden, AL",10.533250000,0.000000000,0.000000000,1.000000000,1.000000000,0.990000000,0.480000000,0.780000000,0.350000000
Total,Census Place,0111680,"Camp Hill, AL",24.437140000,0.000000000,0.000000000,1.000000000,0.887931034,0.943965517,0.375000000,0.750000000,0.228448276
Total,Census Place,0112016,"Carbon Hill, AL",14.430552500,0.000000000,0.000000000,1.000000000,0.970802920,1.000000000,0.875912409,0.919708029,0.693430657
Total,Census Place,0112040,"Cardiff, AL",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.750000000,1.000000000,0.500000000
Total,Census Place,0112070,"Carlisle-Rockledge, AL",43.396990000,0.000000000,0.000000000,1.000000000,0.856796117,0.958737864,0.650485437,0.859223301,0.592233010
Total,Census Place,0112112,"Carlton, AL",11.586575000,0.000000000,0.000000000,0.645454545,0.090909091,0.254545455,0.000000000,0.054545455,0.000000000
Total,Census Place,0112160,"Carolina, AL",2.949310000,0.000000000,0.000000000,1.000000000,0.321428571,0.464285714,0.107142857,0.214285714,0.035714286
Total,Census Place,0112304,"Carrollton, AL",4.739962500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.955555556,0.844444444
Total,Census Place,0112496,"Castleberry, AL",4.529297500,0.000000000,0.000000000,1.000000000,0.976744186,0.744186047,0.093023256,0.441860465,0.069767442
Total,Census Place,0112544,"Catherine, AL",5.898620000,0.000000000,0.000000000,1.000000000,1.000000000,0.535714286,0.196428571,0.392857143,0.107142857
Total,Census Place,0112760,"Cedar Bluff, AL",13.271895000,0.000000000,0.000000000,1.000000000,0.976190476,0.920634921,0.436507937,0.730158730,0.309523810
Total,Census Place,0113264,"Center Point, AL",16.642535000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.962025316,0.993670886,0.898734177
Total,Census Place,0113648,"Centre, AL",31.705082500,0.000000000,0.000000000,1.000000000,0.976744186,0.996677741,0.548172757,0.887043189,0.388704319
Total,Census Place,0113672,"Centreville, AL",24.858470000,0.000000000,0.000000000,1.000000000,0.885593220,0.847457627,0.305084746,0.673728814,0.194915254
Total,Census Place,0114008,"Chatom, AL",27.175785000,0.000000000,0.000000000,1.000000000,0.713178295,0.790697674,0.267441860,0.538759690,0.186046512
Total,Census Place,0114104,"Chelsea, AL",64.568822500,0.000000000,0.000000000,1.000000000,0.951060359,0.996737357,0.905383361,0.934747145,0.809135400
Total,Census Place,0114152,"Cherokee, AL",5.793287500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.727272727,0.963636364,0.345454545
Total,Census Place,0114392,"Chickasaw, AL",11.375910000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.990740741,1.000000000,0.990740741
Total,Census Place,0114464,"Childersburg, AL",32.758407500,0.000000000,0.000000000,1.000000000,0.935691318,0.983922830,0.491961415,0.720257235,0.334405145
Total,Census Place,0114728,"Choccolocco, AL",31.599750000,0.000000000,0.000000000,1.000000000,0.716666667,0.953333333,0.376666667,0.773333333,0.266666667
Total,Census Place,0114968,"Chunchula, AL",4.423965000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.857142857,1.000000000,0.690476190
Total,Census Place,0115064,"Citronelle, AL",66.254142500,0.000000000,0.000000000,0.976152623,0.815580286,0.891891892,0.674085851,0.689984102,0.443561208
Total,Census Place,0115136,"Clanton, AL",60.882185000,0.000000000,0.000000000,1.000000000,0.979238754,0.996539792,0.693771626,0.951557093,0.529411765
Total,Census Place,0115256,"Clay, AL",28.861105000,0.000000000,0.000000000,1.000000000,0.843065693,0.919708029,0.795620438,0.843065693,0.740875912
Total,Census Place,0115304,"Clayhatchee, AL",7.267942500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.913043478,0.971014493,0.710144928
Total,Census Place,0115376,"Clayton, AL",17.906525000,0.000000000,0.000000000,1.000000000,0.847058824,0.852941176,0.358823529,0.682352941,0.300000000
Total,Census Place,0115472,"Cleveland, AL",20.539837500,0.000000000,0.000000000,1.000000000,0.984615385,1.000000000,0.841025641,0.912820513,0.661538462
Total,Census Place,0115640,"Clio, AL",26.649122500,0.000000000,0.000000000,1.000000000,0.988142292,0.988142292,0.636363636,0.909090909,0.490118577
Total,Census Place,0116000,"Coaling, AL",13.166562500,0.000000000,0.000000000,1.000000000,0.952000000,1.000000000,0.664000000,0.872000000,0.480000000
Total,Census Place,0116080,"Coats Bend, AL",22.857152500,0.000000000,0.000000000,1.000000000,0.755760369,0.889400922,0.281105991,0.511520737,0.087557604
Total,Census Place,0116240,"Coffee Springs, AL",2.106650000,0.000000000,0.000000000,1.000000000,0.950000000,0.950000000,0.150000000,0.950000000,0.150000000
Total,Census Place,0116264,"Coffeeville, AL",11.691907500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.693693694,0.963963964,0.396396396
Total,Census Place,0116312,"Coker, AL",5.266625000,0.000000000,0.000000000,1.000000000,0.680000000,1.000000000,0.400000000,0.740000000,0.140000000
Total,Census Place,0116600,"Collinsville, AL",9.690590000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.989130435,1.000000000,0.847826087
Total,Census Place,0116684,"Colony, AL",5.371957500,0.000000000,0.000000000,1.000000000,0.901960784,1.000000000,0.627450980,0.294117647,0.117647059
Total,Census Place,0116744,"Columbia, AL",10.954580000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.817307692,0.971153846,0.692307692
Total,Census Place,0116768,"Columbiana, AL",45.608972500,0.000000000,0.000000000,1.000000000,0.953810624,0.995381062,0.759815242,0.877598152,0.600461894
Total,Census Place,0116936,"Concord, AL",8.531932500,0.000000000,0.000000000,1.000000000,0.950617284,0.975308642,0.925925926,0.950617284,0.888888889
Total,Census Place,0117176,"Coosada, AL",18.749185000,0.000000000,0.000000000,1.000000000,0.780898876,1.000000000,0.910112360,0.983146067,0.775280899
Total,Census Place,0117368,"Cordova, AL",15.589210000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.932432432,0.986486486,0.858108108
Total,Census Place,0117704,"Cottondale, AL",8.953262500,0.000000000,0.000000000,1.000000000,0.941176471,1.000000000,0.941176471,0.976470588,0.847058824
Total,Census Place,0117824,"Cottonwood, AL",15.167880000,0.000000000,0.000000000,1.000000000,0.972222222,1.000000000,0.743055556,1.000000000,0.590277778
Total,Census Place,0117968,"County Line, AL",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.916666667,1.000000000,0.833333333
Total,Census Place,0118040,"Courtland, AL",7.583940000,0.000000000,0.000000000,1.000000000,0.972222222,1.000000000,0.777777778,0.930555556,0.625000000
Total,Census Place,0118088,"Cowarts, AL",20.223840000,0.000000000,0.000000000,1.000000000,0.989583333,1.000000000,0.885416667,0.958333333,0.692708333
Total,Census Place,0118304,"Creola, AL",41.606337500,0.000000000,0.000000000,0.987341772,0.777215190,0.944303797,0.746835443,0.840506329,0.605063291
Total,Census Place,0118856,"Crossville, AL",22.225157500,0.000000000,0.000000000,1.000000000,0.957345972,0.995260664,0.729857820,0.843601896,0.649289100
Total,Census Place,0118952,"Cuba, AL",10.427917500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.757575758,0.959595960,0.676767677
Total,Census Place,0118976,"Cullman, AL",59.723527500,0.000000000,0.000000000,1.000000000,0.998236332,0.998236332,0.918871252,0.950617284,0.657848325
Total,Census Place,0119024,"Cullomburg, AL",13.166562500,0.000000000,0.000000000,1.000000000,0.936000000,0.264000000,0.008000000,0.136000000,0.008000000
Total,Census Place,0119216,"Cusseta, AL",6.741280000,0.000000000,0.000000000,0.953125000,0.281250000,0.250000000,0.015625000,0.078125000,0.000000000
Total,Census Place,0119336,"Dadeville, AL",42.764995000,0.000000000,0.000000000,1.000000000,0.982758621,0.980295567,0.497536946,0.820197044,0.293103448
Total,Census Place,0119360,"Daleville, AL",37.709035000,0.000000000,0.000000000,1.000000000,0.913407821,0.972067039,0.597765363,0.787709497,0.382681564
Total,Census Place,0119648,"Daphne, AL",49.084945000,0.000000000,0.000000000,1.000000000,0.997854077,1.000000000,0.987124464,1.000000000,0.937768240
Total,Census Place,0119744,"Dauphin Island, AL",419.012685000,0.000000000,0.000000000,1.000000000,0.985168426,0.516339869,0.236299648,0.339617898,0.109100050
Total,Census Place,0119816,"Daviston, AL",24.753137500,0.000000000,0.000000000,1.000000000,0.914893617,0.851063830,0.348936170,0.595744681,0.246808511
Total,Census Place,0119912,"Dayton, AL",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.583333333,0.958333333,0.458333333
Total,Census Place,0120008,"Deatsville, AL",12.639900000,0.000000000,0.000000000,1.000000000,0.933333333,0.958333333,0.783333333,0.908333333,0.683333333
Total,Census Place,0120104,"Decatur, AL",160.737395000,0.000000000,0.000000000,1.000000000,0.935779817,0.996723460,0.911533421,0.960681520,0.811926606
Total,Census Place,0120152,"Deer Park, AL",8.321267500,0.000000000,0.000000000,1.000000000,0.620253165,1.000000000,0.240506329,1.000000000,0.240506329
Total,Census Place,0120272,"Delta, AL",21.382497500,0.000000000,0.000000000,1.000000000,0.246305419,0.295566502,0.014778325,0.187192118,0.014778325
Total,Census Place,0120296,"Demopolis, AL",46.346300000,0.000000000,0.000000000,1.000000000,1.000000000,0.972727273,0.654545455,0.900000000,0.550000000
Total,Census Place,0120392,"Detroit, AL",3.475972500,0.000000000,0.000000000,1.000000000,0.606060606,0.939393939,0.424242424,0.818181818,0.363636364
Total,Census Place,0120955,"Dodge City, AL",9.374592500,0.000000000,0.000000000,1.000000000,0.988764045,1.000000000,0.955056180,0.786516854,0.573033708
Total,Census Place,0121136,"Dora, AL",20.539837500,0.000000000,0.000000000,1.000000000,0.974358974,1.000000000,0.774358974,0.902564103,0.553846154
Total,Census Place,0121184,"Dothan, AL",239.420772500,0.000000000,0.000000000,1.000000000,0.990761109,1.000000000,0.948526177,0.985041795,0.856577211
Total,Census Place,0121280,"Double Springs, AL",13.587892500,0.000000000,0.000000000,1.000000000,0.914728682,0.984496124,0.612403101,0.759689922,0.465116279
Total,Census Place,0121328,"Douglas, AL",8.637265000,0.000000000,0.000000000,1.000000000,0.817073171,1.000000000,0.731707317,0.804878049,0.500000000
Total,Census Place,0121448,"Dozier, AL",7.794605000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.986486486
Total,Census Place,0121890,"Dunnavant, AL",53.403577500,0.000000000,0.000000000,0.996055227,0.765285996,0.879684418,0.625246548,0.761341223,0.538461538
Total,Census Place,0121952,"Dutton, AL",2.422647500,0.000000000,0.000000000,1.000000000,0.956521739,1.000000000,0.391304348,0.826086957,0.304347826
Total,Census Place,0122088,"Eagle Point, AL",6.109285000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.965517241,0.982758621,0.913793103
Total,Census Place,0122216,"East Brewton, AL",8.953262500,0.000000000,0.000000000,1.000000000,1.000000000,0.976470588,0.670588235,0.788235294,0.529411765
Total,Census Place,0122504,"East Point, AL",2.527980000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0122816,"Eclectic, AL",11.375910000,0.000000000,0.000000000,1.000000000,0.953703704,0.981481481,0.305555556,0.824074074,0.166666667
Total,Census Place,0123032,"Edgewater, AL",3.159975000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.933333333,1.000000000,0.900000000
Total,Census Place,0123176,"Edwardsville, AL",44.450315000,0.000000000,0.000000000,0.699052133,0.168246445,0.220379147,0.016587678,0.125592417,0.007109005
Total,Census Place,0123224,"Egypt, AL",23.910477500,0.000000000,0.000000000,1.000000000,0.832599119,0.832599119,0.422907489,0.581497797,0.325991189
Total,Census Place,0123296,"Elba, AL",40.237015000,0.000000000,0.000000000,1.000000000,0.952879581,0.981675393,0.685863874,0.910994764,0.568062827
Total,Census Place,0123320,"Elberta, AL",17.695860000,0.000000000,0.000000000,1.000000000,0.863095238,0.988095238,0.654761905,0.863095238,0.505952381
Total,Census Place,0123344,"Eldridge, AL",2.106650000,0.000000000,0.000000000,1.000000000,0.850000000,1.000000000,0.250000000,0.600000000,0.200000000
Total,Census Place,0123488,"Elkmont, AL",4.423965000,0.000000000,0.000000000,1.000000000,0.904761905,1.000000000,0.928571429,0.880952381,0.428571429
Total,Census Place,0123656,"Elmore, AL",16.326537500,0.000000000,0.000000000,1.000000000,0.896774194,1.000000000,0.877419355,0.961290323,0.722580645
Total,Census Place,0123872,"Emelle, AL",0.421330000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Total,Census Place,0123880,"Emerald Mountain, AL",43.923652500,0.000000000,0.000000000,1.000000000,0.712230216,0.995203837,0.386091127,0.776978417,0.184652278
Total,Census Place,0124184,"Enterprise, AL",81.527355000,0.000000000,0.000000000,1.000000000,0.956072351,0.988372093,0.781653747,0.865633075,0.550387597
Total,Census Place,0124256,"Epes, AL",16.853200000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.893750000,0.993750000,0.725000000
Total,Census Place,0124280,"Equality, AL",13.798557500,0.000000000,0.000000000,1.000000000,0.725190840,0.801526718,0.000000000,0.236641221,0.000000000
Total,Census Place,0124472,"Ethelsville, AL",1.474655000,0.000000000,0.000000000,1.000000000,0.928571429,0.857142857,0.000000000,0.285714286,0.000000000
Total,Census Place,0124568,"Eufaula, AL",196.339780000,0.000000000,0.000000000,1.000000000,0.876609442,0.781652361,0.363733906,0.633047210,0.265557940
Total,Census Place,0124616,"Eunola, AL",5.055960000,0.000000000,0.000000000,0.958333333,0.250000000,0.500000000,0.104166667,0.187500000,0.020833333
Total,Census Place,0124664,"Eutaw, AL",30.862422500,0.000000000,0.000000000,1.000000000,0.993174061,1.000000000,0.856655290,0.911262799,0.750853242
Total,Census Place,0124688,"Eva, AL",11.375910000,0.000000000,0.000000000,1.000000000,0.990740741,1.000000000,0.925925926,0.861111111,0.703703704
Total,Census Place,0124808,"Evergreen, AL",51.928922500,0.000000000,0.000000000,1.000000000,0.945233266,0.991886410,0.602434077,0.841784990,0.450304260
Total,Census Place,0124880,"Excel, AL",4.213300000,0.000000000,0.000000000,1.000000000,0.475000000,0.725000000,0.100000000,0.125000000,0.050000000
Total,Census Place,0125120,"Fairfield, AL",9.058595000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.988372093
Total,Census Place,0125216,"Fairford, AL",8.005270000,0.000000000,0.000000000,1.000000000,0.223684211,0.565789474,0.039473684,0.210526316,0.026315789
Total,Census Place,0125240,"Fairhope, AL",36.445045000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.982658960,0.997109827,0.936416185
Total,Census Place,0125384,"Fairview, AL",5.687955000,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.981481481,0.981481481,0.851851852
Total,Census Place,0125648,"Falkville, AL",10.217252500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.917525773
Total,Census Place,0125816,"Faunsdale, AL",0.526662500,0.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.800000000,1.000000000,0.600000000
Total,Census Place,0125840,"Fayette, AL",22.330490000,0.000000000,0.000000000,1.000000000,0.929245283,0.933962264,0.273584906,0.858490566,0.221698113
Total,Census Place,0125864,"Fayetteville, AL",52.244920000,0.000000000,0.000000000,1.000000000,0.719758065,0.860887097,0.276209677,0.447580645,0.229838710
Total,Census Place,0126152,"Fitzpatrick, AL",11.270577500,0.000000000,0.000000000,1.000000000,1.000000000,0.971962617,0.719626168,0.831775701,0.626168224
